title
藥師證實「吃這6種藥」易便秘！感冒、止咳藥都中了
陰莖「小肉條太短」易不舉！泌尿醫教2招自測
汪建民「不菸不酒」肺腺癌4期！醫示警7種人每年要篩檢
全台熱昏！中醫推：冰敷身體「1部位」秒降溫
他爬山滿身汗！一次灌整瓶冰飲「頭痛炸裂」　夏天3食材涼補
42歲男染新冠胸口悶痛！檢查「心肌炎+腎損傷」　醫：再拖恐洗腎
他徒手挖耳朵釀「發霉」危機！還引發耳鳴　腦中唧聲停不了
「木虌果」含豐富類胡蘿蔔素！專家讚護眼神器：連皮都有高營養價值
明明不胖「肚子卻好凸」4原因！　醫教你測是油還是屎
破解慢性腎病之謎！台大、北榮聯手找到關鍵2基因　有助新藥開發
太焦慮恐變肥！科技業主管一年暴增20公斤　「壓力胖」有5徵兆
血庫拉警報只剩4.9天量！A型、O型最缺　基金會揭3大原因
60歲男「小便細又慢」！醫揭1病：過半中年男都有　嚴重恐性功能障礙
水喝不夠！天氣熱小心「泌尿道感染」　冒4症狀注意
他耳朵發霉「連耳膜也破了」　醫示警2情況：濕耳屎沒清小心
健檢診所公布常見檢出癌症排名！肺癌、乳癌上榜
40歲工程師常吃保肝產品！醫檢查：重度脂肪肝　飲食習慣曝光
健保補助3重大手術怡樂適療程！可縮短禁食時間「還降4成併發症」
喝冰水比吃冰更易頭痛！　1品項「滿滿都是油」營養師示警
「大便黏馬桶」是3類食物吃太多！醫曝罹癌可能性
以為解暑！「4類食物」吃了更上火　冰品上榜
「金十字胃腸藥」下月漲10%！藥品連漲　安素一箱逼近2千元
幼兒中暑死亡率最高達8成！醫揭3處置舒緩孩子症狀
7月才過4天已201人熱到送醫！今明更高溫　防中暑6大重點一次看
鎖定30萬慢性病患！健保砸3.5億做三高全人照護　納生活習慣諮詢
脂肪肝「10大高危險群」曝光！　醫教30天逆轉方法
冰箱塞太滿傷身！　醫曝「最佳狀態」
夏天常冒3皮膚病！醫揭「疥瘡3徵兆」：軍營、看守所都可能傳染
55歲以上女性「每周勞動逾310分鐘」恐損健康　國衛院研究揭原因
網傳IU減重菜單「1天瘦1公斤」　醫示警3大問題：有脫髮風險
新冠疫苗打6劑還確診？該吃清冠一號？　醫解析3大疑惑
視力矯正新潮流！新一代視優SILK近視雷射手術同步國際、在台上市
男服用標靶藥物「頭皮整片潰爛」　醫驚：最嚴重等級併發症
北榮創紀錄！一圖看懂亞洲首例「分肝種腎」　讓8歲童擺脫洗腎
4類人恐最缺B群！　這罐是「提神or助眠」一圖秒判斷
睡不著？營養師公開「4大好眠習慣」　加碼6食物一覺到天亮
每天一包鹹酥雞！28歲女師「吃出大腸癌」　醫曝誘發息肉3危險因子
炎夏泌尿道易復發　私密處保養5觀念，要不要用護墊？
筋膜槍放鬆肌肉夯！醫示警「6情況應該避免」　最嚴重恐中風
逆齡奇蹟！　35歲美男「童顏」靠這六招凍齡
35歲男GG突冒「紅色水泡」！竟是長皮蛇　醫示警：全身都可能長
台灣每4人就有1人代謝症候群！罹糖尿病、心血管疾病風險增6倍
亞洲首例！把大人腎「種在小孩肝臟」　北榮救回8歲病童
有助防新冠！中醫「三伏貼」最佳時機　5類人別亂貼
7月熱傷害就醫「10天已418人次」　醫揭早期6症狀
我能長壽嗎？醫曝「從頭到腳5部位」一看就知道
南港鵝肉店「廚房噁況」曝！11人吃2款肉中毒就醫　衛生局揪5缺失
推廣篩檢普及＋避免過度診斷　胸腔權威醫籲修法有助提高肺癌存活率
南港鵝肉店多人吃完掛急診！民眾灌爆評論　衛生局急令停業
44歲女小腹微凸！醫一摸「有隆起物」　冒6公分子宮肌瘤
洗臉不一定要用毛巾！醫勸「1款式別買」：很容易刮傷皮膚
激瘦33公斤！他超慢跑1年「不吃藥甩三高」　教練4技巧不傷膝
「吃飽就想睡」恐是糖尿病前兆！醫示警：快去檢查
吃水果「2種人」別空腹！　營養師點名
「五十肩」害手不舉！別靠吃止痛　醫曝治療要「分3期」
幫員工調薪注意！「健保投保金額」不得低於勞保、職保等3金額
熱到就醫暴增！醫示警「熱急症5分類」：中暑最慘
專案進口輸液遭批「無法源依據」　食藥署搬出《藥事法》反擊
「10大習慣」養出一身癌！暴瘦女慘中5項　醫搖頭：活不過半年
3組保健食品別一起吞！貧血女「吃錯早餐」連鐵劑都救不了
一片發燒感冒！　醫響起警報「抓到川崎氏症」
急診塞爆！　醫心累眼神死：已持續一個月
「這次還是沒吃藥…」三高嬤看診狂道歉　醫列4惡習：我心很累
心臟好不好「看臉上4處」就知道！　中醫：有橫向細紋小心
國中男生公費HPV疫苗　最快明年9月開學可打！初估11萬人適用
看書文字突扭曲！高度近視男黃斑部病變　醫：手術降度數也沒用
發燒喉嚨痛「醫驗2種快篩」！他笑問：甘欸加衰？　結果出爐秒傻
男生蛋蛋一高一低　醫揭「關鍵2公分」
10歲男「眼窩凹陷、血糖飆750」送急診　醫：酮酸中毒
睡不飽會胖是真的！　醫列「4大影響」嘆：常常被忽略
不只怕髒！很多女生「不喜歡口愛」6真實原因　性專家全說了
常放臭屁＝大腸癌警訊？　有「2異狀」醫示警別拖了
博愛座更名「優先席」認定可修法！衛福部7月底送行政院
熱到「小強」狂竄！北市餐廳「蟑螂出沒」暴增　半年就有187件
打新冠疫苗5分鐘後臉色蒼白！婦人過敏性休克死亡「獲賠150萬」
網路交友恐遇性暴力！去年逾1成通報是「見網友」被性侵
婆婆懷孕工作到生！她挺7月肚「遭酸整天吹冷氣」　名醫霸氣回9字
吃避孕藥害的！20歲女「3條血管全堵住」　醫示警「1類人」別亂吃
熱爆「2情況」別刮痧　中醫：常待冷氣房小心中陰暑
江坤俊爆不倫！心理師揭「好老公也會偷吃」13大真相
馬桶有血！工程師當痔瘡「半年就過世了」　醫嘆：整圈幾乎都腫瘤
「血型減肥法」專屬菜單爽瘦！A型少吃肉、O型要忌這3樣
高溫衝冷氣房恐「陰暑」上身！醫示警「3症狀」：會流不出汗
夏天頭皮狂冒油！營養師曝「4大NG行為」：多吃4大營養素
焦慮讓人發胖！科技男1年爆肥20kg　醫示警「壓力胖」5徵兆
臉歪嘴斜竟是「貝爾氏顏面麻痺症」　醫提4症狀：恐留後遺症
長期缺牙恐致齒列不整　醫：先矯正有助植牙順利
「脂肪肝」是未爆彈！醫示警「4大迷思」：惡化成肝癌多已晚期
夏天美白喝「3飲品」！  中醫師激推1款茶：還能延緩皮膚老化
45歲以上女性50%有尿失禁　幹細胞醫療解決難啓齒困擾
「食人菌」口沫及接觸傳染！嚴重3成死亡率　醫：戴口罩常洗手
汪建民「不菸不酒」肺腺癌4期！醫示警7種人每年要篩檢
全台熱昏！中醫推：冰敷身體「1部位」秒降溫
他爬山滿身汗！一次灌整瓶冰飲「頭痛炸裂」　夏天3食材涼補
42歲男染新冠胸口悶痛！檢查「心肌炎+腎損傷」　醫：再拖恐洗腎
他徒手挖耳朵釀「發霉」危機！還引發耳鳴　腦中唧聲停不了
「木虌果」含豐富類胡蘿蔔素！專家讚護眼神器：連皮都有高營養價值
明明不胖「肚子卻好凸」4原因！　醫教你測是油還是屎
破解慢性腎病之謎！台大、北榮聯手找到關鍵2基因　有助新藥開發
太焦慮恐變肥！科技業主管一年暴增20公斤　「壓力胖」有5徵兆
血庫拉警報只剩4.9天量！A型、O型最缺　基金會揭3大原因
60歲男「小便細又慢」！醫揭1病：過半中年男都有　嚴重恐性功能障礙
水喝不夠！天氣熱小心「泌尿道感染」　冒4症狀注意
他耳朵發霉「連耳膜也破了」　醫示警2情況：濕耳屎沒清小心
健檢診所公布常見檢出癌症排名！肺癌、乳癌上榜
40歲工程師常吃保肝產品！醫檢查：重度脂肪肝　飲食習慣曝光
「胃食道逆流」是文明病！醫示警「恐致食道癌」　教你3招保胃
北護分院20年！台大總院長：派駐大聯盟等級醫師　成高齡長照重鎮
有1症狀就急診！搶救中風「10錯誤觀念」別犯　醫：看過20～30歲的
客運司機因顏面損傷遭辭退！餐飲業者響應「臉部平權」推實習計畫
經痛20年！她「戒吃乳製品」竟奇蹟好了　中醫曝1種人真的有效
電風扇對腳直吹恐害抽筋！  醫揭4招自救：腳板往回勾
變瘦、臉色發黃！他一查罹癌「半年離世」　醫示警：1情況快開刀
他吃「探索廚房」腹痛整夜！莫凡彼明曜店也爆肉沒熟　衛生局要查
振興女醫遭指「業績暴增可疑」！她怒公開所得申報：下周提告
越南返國台商尿出「藍色尿」！醫解答：1款藥治尿道炎　台灣沒有
健保再給付46項達文西手術！年砸2.85億逾8千人受惠　最快9月上路
全台百歲人瑞已超過5千人　民團籲：別讓長者成「三等公民」
遠距醫療擴大給付！新增69醫缺鄉鎮、矯正機關適用　最快8月開放
寶寶很熱6大徵兆！「摸2核心處」秒知冷熱　醫：別摸手腳
北市奶奶過104歲生日！樂揭：最愛聊天　百歲飲食「什麼都吃」
不是真的瘦！「5原因」可能讓體重降了　營養師揭關鍵：是水分
生殖器長疱疹≠性病！　冒3症狀恐是「皮蛇」
身體「5徵兆」恐是慢性發炎　醫：小心變糖尿病
鎖定30萬慢性病患！健保砸3.5億做三高全人照護　納生活習慣諮詢
脂肪肝「10大高危險群」曝光！　醫教30天逆轉方法
冰箱塞太滿傷身！　醫曝「最佳狀態」
夏天常冒3皮膚病！醫揭「疥瘡3徵兆」：軍營、看守所都可能傳染
55歲以上女性「每周勞動逾310分鐘」恐損健康　國衛院研究揭原因
網傳IU減重菜單「1天瘦1公斤」　醫示警3大問題：有脫髮風險
新冠疫苗打6劑還確診？該吃清冠一號？　醫解析3大疑惑
視力矯正新潮流！新一代視優SILK近視雷射手術同步國際、在台上市
男服用標靶藥物「頭皮整片潰爛」　醫驚：最嚴重等級併發症
北榮創紀錄！一圖看懂亞洲首例「分肝種腎」　讓8歲童擺脫洗腎
4類人恐最缺B群！　這罐是「提神or助眠」一圖秒判斷
睡不著？營養師公開「4大好眠習慣」　加碼6食物一覺到天亮
每天一包鹹酥雞！28歲女師「吃出大腸癌」　醫曝誘發息肉3危險因子
炎夏泌尿道易復發　私密處保養5觀念，要不要用護墊？
筋膜槍放鬆肌肉夯！醫示警「6情況應該避免」　最嚴重恐中風
逆齡奇蹟！　35歲美男「童顏」靠這六招凍齡
35歲男GG突冒「紅色水泡」！竟是長皮蛇　醫示警：全身都可能長
台灣每4人就有1人代謝症候群！罹糖尿病、心血管疾病風險增6倍
亞洲首例！把大人腎「種在小孩肝臟」　北榮救回8歲病童
有助防新冠！中醫「三伏貼」最佳時機　5類人別亂貼
7月熱傷害就醫「10天已418人次」　醫揭早期6症狀
我能長壽嗎？醫曝「從頭到腳5部位」一看就知道
南港鵝肉店「廚房噁況」曝！11人吃2款肉中毒就醫　衛生局揪5缺失
推廣篩檢普及＋避免過度診斷　胸腔權威醫籲修法有助提高肺癌存活率
南港鵝肉店多人吃完掛急診！民眾灌爆評論　衛生局急令停業
44歲女小腹微凸！醫一摸「有隆起物」　冒6公分子宮肌瘤
洗臉不一定要用毛巾！醫勸「1款式別買」：很容易刮傷皮膚
激瘦33公斤！他超慢跑1年「不吃藥甩三高」　教練4技巧不傷膝
「吃飽就想睡」恐是糖尿病前兆！醫示警：快去檢查
吃水果「2種人」別空腹！　營養師點名
「五十肩」害手不舉！別靠吃止痛　醫曝治療要「分3期」
幫員工調薪注意！「健保投保金額」不得低於勞保、職保等3金額
熱到就醫暴增！醫示警「熱急症5分類」：中暑最慘
專案進口輸液遭批「無法源依據」　食藥署搬出《藥事法》反擊
「10大習慣」養出一身癌！暴瘦女慘中5項　醫搖頭：活不過半年
3組保健食品別一起吞！貧血女「吃錯早餐」連鐵劑都救不了
一片發燒感冒！　醫響起警報「抓到川崎氏症」
急診塞爆！　醫心累眼神死：已持續一個月
「這次還是沒吃藥…」三高嬤看診狂道歉　醫列4惡習：我心很累
心臟好不好「看臉上4處」就知道！　中醫：有橫向細紋小心
國中男生公費HPV疫苗　最快明年9月開學可打！初估11萬人適用
看書文字突扭曲！高度近視男黃斑部病變　醫：手術降度數也沒用
發燒喉嚨痛「醫驗2種快篩」！他笑問：甘欸加衰？　結果出爐秒傻
男生蛋蛋一高一低　醫揭「關鍵2公分」
10歲男「眼窩凹陷、血糖飆750」送急診　醫：酮酸中毒
睡不飽會胖是真的！　醫列「4大影響」嘆：常常被忽略
不只怕髒！很多女生「不喜歡口愛」6真實原因　性專家全說了
常放臭屁＝大腸癌警訊？　有「2異狀」醫示警別拖了
博愛座更名「優先席」認定可修法！衛福部7月底送行政院
熱到「小強」狂竄！北市餐廳「蟑螂出沒」暴增　半年就有187件
打新冠疫苗5分鐘後臉色蒼白！婦人過敏性休克死亡「獲賠150萬」
網路交友恐遇性暴力！去年逾1成通報是「見網友」被性侵
婆婆懷孕工作到生！她挺7月肚「遭酸整天吹冷氣」　名醫霸氣回9字
吃避孕藥害的！20歲女「3條血管全堵住」　醫示警「1類人」別亂吃
熱爆「2情況」別刮痧　中醫：常待冷氣房小心中陰暑
江坤俊爆不倫！心理師揭「好老公也會偷吃」13大真相
馬桶有血！工程師當痔瘡「半年就過世了」　醫嘆：整圈幾乎都腫瘤
「血型減肥法」專屬菜單爽瘦！A型少吃肉、O型要忌這3樣
高溫衝冷氣房恐「陰暑」上身！醫示警「3症狀」：會流不出汗
夏天頭皮狂冒油！營養師曝「4大NG行為」：多吃4大營養素
焦慮讓人發胖！科技男1年爆肥20kg　醫示警「壓力胖」5徵兆
臉歪嘴斜竟是「貝爾氏顏面麻痺症」　醫提4症狀：恐留後遺症
長期缺牙恐致齒列不整　醫：先矯正有助植牙順利
「脂肪肝」是未爆彈！醫示警「4大迷思」：惡化成肝癌多已晚期
夏天美白喝「3飲品」！  中醫師激推1款茶：還能延緩皮膚老化
45歲以上女性50%有尿失禁　幹細胞醫療解決難啓齒困擾
「食人菌」口沫及接觸傳染！嚴重3成死亡率　醫：戴口罩常洗手
汪建民「不菸不酒」肺腺癌4期！醫示警7種人每年要篩檢
全台熱昏！中醫推：冰敷身體「1部位」秒降溫
他爬山滿身汗！一次灌整瓶冰飲「頭痛炸裂」　夏天3食材涼補
42歲男染新冠胸口悶痛！檢查「心肌炎+腎損傷」　醫：再拖恐洗腎
他徒手挖耳朵釀「發霉」危機！還引發耳鳴　腦中唧聲停不了
「木虌果」含豐富類胡蘿蔔素！專家讚護眼神器：連皮都有高營養價值
研究曝「最佳運動時間」！　女生腹部脂肪少2倍、男生降血壓
愛吃辣＋喝酒！他KTV「高音突唱不上去」　半年後過世了
「5種人」不要穿拖鞋！醫示警　胖子也上榜
害口臭還會不舉！醫示警「睡眠呼吸中止症」10大危機
《人工生殖法》修法預告期滿　400正反意見待凝共識
不要「渴了」才喝水！營養師教你「看尿液」補水
智齒該拔就要拔！醫示警「3狀況快拔」：越老拔越麻煩
「小兒排便不順」恐害發育出問題！醫曝「3大時期」最會便秘
雞蛋「最佳吃法」吸收率飆99%！營養師：一天要吃2～3顆
他檢查有息肉！2年沒追蹤「冒2症狀」　罹膽囊癌半年後走了
粉紅色=嬰兒失竊！台大醫院「廣播代號」揭秘　顏色+數字一聽就知
夏天反而感冒！　中醫揭3類人小心：有症狀水果要忌口
「內衣穿太緊」易罹乳癌？醫解答　曝穿錯8大後果
「胃食道逆流」是文明病！醫示警「恐致食道癌」　教你3招保胃
北護分院20年！台大總院長：派駐大聯盟等級醫師　成高齡長照重鎮
有1症狀就急診！搶救中風「10錯誤觀念」別犯　醫：看過20～30歲的
客運司機因顏面損傷遭辭退！餐飲業者響應「臉部平權」推實習計畫
經痛20年！她「戒吃乳製品」竟奇蹟好了　中醫曝1種人真的有效
電風扇對腳直吹恐害抽筋！  醫揭4招自救：腳板往回勾
變瘦、臉色發黃！他一查罹癌「半年離世」　醫示警：1情況快開刀
他吃「探索廚房」腹痛整夜！莫凡彼明曜店也爆肉沒熟　衛生局要查
振興女醫遭指「業績暴增可疑」！她怒公開所得申報：下周提告
越南返國台商尿出「藍色尿」！醫解答：1款藥治尿道炎　台灣沒有
健保再給付46項達文西手術！年砸2.85億逾8千人受惠　最快9月上路
全台百歲人瑞已超過5千人　民團籲：別讓長者成「三等公民」
遠距醫療擴大給付！新增69醫缺鄉鎮、矯正機關適用　最快8月開放
寶寶很熱6大徵兆！「摸2核心處」秒知冷熱　醫：別摸手腳
北市奶奶過104歲生日！樂揭：最愛聊天　百歲飲食「什麼都吃」
不是真的瘦！「5原因」可能讓體重降了　營養師揭關鍵：是水分
生殖器長疱疹≠性病！　冒3症狀恐是「皮蛇」
身體「5徵兆」恐是慢性發炎　醫：小心變糖尿病
鎖定30萬慢性病患！健保砸3.5億做三高全人照護　納生活習慣諮詢
脂肪肝「10大高危險群」曝光！　醫教30天逆轉方法
冰箱塞太滿傷身！　醫曝「最佳狀態」
夏天常冒3皮膚病！醫揭「疥瘡3徵兆」：軍營、看守所都可能傳染
55歲以上女性「每周勞動逾310分鐘」恐損健康　國衛院研究揭原因
網傳IU減重菜單「1天瘦1公斤」　醫示警3大問題：有脫髮風險
新冠疫苗打6劑還確診？該吃清冠一號？　醫解析3大疑惑
視力矯正新潮流！新一代視優SILK近視雷射手術同步國際、在台上市
男服用標靶藥物「頭皮整片潰爛」　醫驚：最嚴重等級併發症
北榮創紀錄！一圖看懂亞洲首例「分肝種腎」　讓8歲童擺脫洗腎
4類人恐最缺B群！　這罐是「提神or助眠」一圖秒判斷
睡不著？營養師公開「4大好眠習慣」　加碼6食物一覺到天亮
每天一包鹹酥雞！28歲女師「吃出大腸癌」　醫曝誘發息肉3危險因子
炎夏泌尿道易復發　私密處保養5觀念，要不要用護墊？
筋膜槍放鬆肌肉夯！醫示警「6情況應該避免」　最嚴重恐中風
逆齡奇蹟！　35歲美男「童顏」靠這六招凍齡
35歲男GG突冒「紅色水泡」！竟是長皮蛇　醫示警：全身都可能長
台灣每4人就有1人代謝症候群！罹糖尿病、心血管疾病風險增6倍
亞洲首例！把大人腎「種在小孩肝臟」　北榮救回8歲病童
有助防新冠！中醫「三伏貼」最佳時機　5類人別亂貼
7月熱傷害就醫「10天已418人次」　醫揭早期6症狀
我能長壽嗎？醫曝「從頭到腳5部位」一看就知道
南港鵝肉店「廚房噁況」曝！11人吃2款肉中毒就醫　衛生局揪5缺失
推廣篩檢普及＋避免過度診斷　胸腔權威醫籲修法有助提高肺癌存活率
南港鵝肉店多人吃完掛急診！民眾灌爆評論　衛生局急令停業
44歲女小腹微凸！醫一摸「有隆起物」　冒6公分子宮肌瘤
洗臉不一定要用毛巾！醫勸「1款式別買」：很容易刮傷皮膚
激瘦33公斤！他超慢跑1年「不吃藥甩三高」　教練4技巧不傷膝
「吃飽就想睡」恐是糖尿病前兆！醫示警：快去檢查
吃水果「2種人」別空腹！　營養師點名
「五十肩」害手不舉！別靠吃止痛　醫曝治療要「分3期」
幫員工調薪注意！「健保投保金額」不得低於勞保、職保等3金額
熱到就醫暴增！醫示警「熱急症5分類」：中暑最慘
專案進口輸液遭批「無法源依據」　食藥署搬出《藥事法》反擊
「10大習慣」養出一身癌！暴瘦女慘中5項　醫搖頭：活不過半年
3組保健食品別一起吞！貧血女「吃錯早餐」連鐵劑都救不了
一片發燒感冒！　醫響起警報「抓到川崎氏症」
急診塞爆！　醫心累眼神死：已持續一個月
「這次還是沒吃藥…」三高嬤看診狂道歉　醫列4惡習：我心很累
心臟好不好「看臉上4處」就知道！　中醫：有橫向細紋小心
國中男生公費HPV疫苗　最快明年9月開學可打！初估11萬人適用
看書文字突扭曲！高度近視男黃斑部病變　醫：手術降度數也沒用
發燒喉嚨痛「醫驗2種快篩」！他笑問：甘欸加衰？　結果出爐秒傻
男生蛋蛋一高一低　醫揭「關鍵2公分」
10歲男「眼窩凹陷、血糖飆750」送急診　醫：酮酸中毒
睡不飽會胖是真的！　醫列「4大影響」嘆：常常被忽略
不只怕髒！很多女生「不喜歡口愛」6真實原因　性專家全說了
常放臭屁＝大腸癌警訊？　有「2異狀」醫示警別拖了
博愛座更名「優先席」認定可修法！衛福部7月底送行政院
熱到「小強」狂竄！北市餐廳「蟑螂出沒」暴增　半年就有187件
打新冠疫苗5分鐘後臉色蒼白！婦人過敏性休克死亡「獲賠150萬」
網路交友恐遇性暴力！去年逾1成通報是「見網友」被性侵
婆婆懷孕工作到生！她挺7月肚「遭酸整天吹冷氣」　名醫霸氣回9字
吃避孕藥害的！20歲女「3條血管全堵住」　醫示警「1類人」別亂吃
熱爆「2情況」別刮痧　中醫：常待冷氣房小心中陰暑
漱口水「3錯誤用法」恐等於白漱了！1時機用最有效
4類食物不適合帶便當！營養師：別有「剩菜再帶」的想法
妥瑞症不是心理疾病　沉迷手機、平板會加重病情
知名喜餅「but.」出包！網友吃到「一塊塑膠」　衛生局派員稽查
「1族群」潛伏結核感染風險高！疾管署宣布「免費檢驗、給藥」
科技男心房顫動狂心悸！中風、心衰竭風險增　醫示警5症狀
45歲會計師簽器捐留下「一段話」　動脈瘤破裂猝死「捐出4器官」
新冠死亡比流感高11倍！變異株LB.1傳播力更強　醫憂年底大爆發
東區「滿月甜甜圈」有老鼠！稽查超髒畫面曝　衛生局去年已罰18萬
去年「青少年染性病」增逾2倍！13到18歲「淋病、梅毒」創新高
別等口渴才喝！醫曝「有4症狀」＝你缺水了
研究曝「最佳運動時間」！　女生腹部脂肪少2倍、男生降血壓
愛吃辣＋喝酒！他KTV「高音突唱不上去」　半年後過世了
「5種人」不要穿拖鞋！醫示警　胖子也上榜
害口臭還會不舉！醫示警「睡眠呼吸中止症」10大危機
《人工生殖法》修法預告期滿　400正反意見待凝共識
不要「渴了」才喝水！營養師教你「看尿液」補水
智齒該拔就要拔！醫示警「3狀況快拔」：越老拔越麻煩
「小兒排便不順」恐害發育出問題！醫曝「3大時期」最會便秘
雞蛋「最佳吃法」吸收率飆99%！營養師：一天要吃2～3顆
他檢查有息肉！2年沒追蹤「冒2症狀」　罹膽囊癌半年後走了
粉紅色=嬰兒失竊！台大醫院「廣播代號」揭秘　顏色+數字一聽就知
夏天反而感冒！　中醫揭3類人小心：有症狀水果要忌口
「內衣穿太緊」易罹乳癌？醫解答　曝穿錯8大後果
「胃食道逆流」是文明病！醫示警「恐致食道癌」　教你3招保胃
北護分院20年！台大總院長：派駐大聯盟等級醫師　成高齡長照重鎮
有1症狀就急診！搶救中風「10錯誤觀念」別犯　醫：看過20～30歲的
客運司機因顏面損傷遭辭退！餐飲業者響應「臉部平權」推實習計畫
經痛20年！她「戒吃乳製品」竟奇蹟好了　中醫曝1種人真的有效
電風扇對腳直吹恐害抽筋！  醫揭4招自救：腳板往回勾
變瘦、臉色發黃！他一查罹癌「半年離世」　醫示警：1情況快開刀
他吃「探索廚房」腹痛整夜！莫凡彼明曜店也爆肉沒熟　衛生局要查
振興女醫遭指「業績暴增可疑」！她怒公開所得申報：下周提告
越南返國台商尿出「藍色尿」！醫解答：1款藥治尿道炎　台灣沒有
健保再給付46項達文西手術！年砸2.85億逾8千人受惠　最快9月上路
全台百歲人瑞已超過5千人　民團籲：別讓長者成「三等公民」
遠距醫療擴大給付！新增69醫缺鄉鎮、矯正機關適用　最快8月開放
寶寶很熱6大徵兆！「摸2核心處」秒知冷熱　醫：別摸手腳
北市奶奶過104歲生日！樂揭：最愛聊天　百歲飲食「什麼都吃」
不是真的瘦！「5原因」可能讓體重降了　營養師揭關鍵：是水分
生殖器長疱疹≠性病！　冒3症狀恐是「皮蛇」
身體「5徵兆」恐是慢性發炎　醫：小心變糖尿病
鎖定30萬慢性病患！健保砸3.5億做三高全人照護　納生活習慣諮詢
脂肪肝「10大高危險群」曝光！　醫教30天逆轉方法
冰箱塞太滿傷身！　醫曝「最佳狀態」
夏天常冒3皮膚病！醫揭「疥瘡3徵兆」：軍營、看守所都可能傳染
55歲以上女性「每周勞動逾310分鐘」恐損健康　國衛院研究揭原因
網傳IU減重菜單「1天瘦1公斤」　醫示警3大問題：有脫髮風險
新冠疫苗打6劑還確診？該吃清冠一號？　醫解析3大疑惑
視力矯正新潮流！新一代視優SILK近視雷射手術同步國際、在台上市
男服用標靶藥物「頭皮整片潰爛」　醫驚：最嚴重等級併發症
北榮創紀錄！一圖看懂亞洲首例「分肝種腎」　讓8歲童擺脫洗腎
4類人恐最缺B群！　這罐是「提神or助眠」一圖秒判斷
睡不著？營養師公開「4大好眠習慣」　加碼6食物一覺到天亮
每天一包鹹酥雞！28歲女師「吃出大腸癌」　醫曝誘發息肉3危險因子
炎夏泌尿道易復發　私密處保養5觀念，要不要用護墊？
筋膜槍放鬆肌肉夯！醫示警「6情況應該避免」　最嚴重恐中風
逆齡奇蹟！　35歲美男「童顏」靠這六招凍齡
35歲男GG突冒「紅色水泡」！竟是長皮蛇　醫示警：全身都可能長
台灣每4人就有1人代謝症候群！罹糖尿病、心血管疾病風險增6倍
亞洲首例！把大人腎「種在小孩肝臟」　北榮救回8歲病童
有助防新冠！中醫「三伏貼」最佳時機　5類人別亂貼
7月熱傷害就醫「10天已418人次」　醫揭早期6症狀
我能長壽嗎？醫曝「從頭到腳5部位」一看就知道
南港鵝肉店「廚房噁況」曝！11人吃2款肉中毒就醫　衛生局揪5缺失
推廣篩檢普及＋避免過度診斷　胸腔權威醫籲修法有助提高肺癌存活率
南港鵝肉店多人吃完掛急診！民眾灌爆評論　衛生局急令停業
44歲女小腹微凸！醫一摸「有隆起物」　冒6公分子宮肌瘤
洗臉不一定要用毛巾！醫勸「1款式別買」：很容易刮傷皮膚
激瘦33公斤！他超慢跑1年「不吃藥甩三高」　教練4技巧不傷膝
「吃飽就想睡」恐是糖尿病前兆！醫示警：快去檢查
吃水果「2種人」別空腹！　營養師點名
「五十肩」害手不舉！別靠吃止痛　醫曝治療要「分3期」
幫員工調薪注意！「健保投保金額」不得低於勞保、職保等3金額
熱到就醫暴增！醫示警「熱急症5分類」：中暑最慘
專案進口輸液遭批「無法源依據」　食藥署搬出《藥事法》反擊
「10大習慣」養出一身癌！暴瘦女慘中5項　醫搖頭：活不過半年
3組保健食品別一起吞！貧血女「吃錯早餐」連鐵劑都救不了
一片發燒感冒！　醫響起警報「抓到川崎氏症」
急診塞爆！　醫心累眼神死：已持續一個月
「這次還是沒吃藥…」三高嬤看診狂道歉　醫列4惡習：我心很累
心臟好不好「看臉上4處」就知道！　中醫：有橫向細紋小心
國中男生公費HPV疫苗　最快明年9月開學可打！初估11萬人適用
看書文字突扭曲！高度近視男黃斑部病變　醫：手術降度數也沒用
發燒喉嚨痛「醫驗2種快篩」！他笑問：甘欸加衰？　結果出爐秒傻
男生蛋蛋一高一低　醫揭「關鍵2公分」
10歲男「眼窩凹陷、血糖飆750」送急診　醫：酮酸中毒
「4容器會產毒」別放進微波爐！　譚敦慈示警了
90%大腸癌從息肉轉變　大腸息肉從哪裡來呢？揪出有方
皮膚病理玻片數位化！長庚耗時6年研發影像系統　大師級註解助判讀
「3類人」汗臭味超濃！　中醫急勸：少吃重口味食物
數位性暴力女性更常求助！　同志受害「高於異性戀」原因曝
健保平均點值「1點0.95元」　8大醫事團體發聲籲3訴求
頭痛好不了！20歲男就醫一看　竟罹「年輕型腦出血」
遭遇數位性暴力「6成未求援」　社工：受害者聽到手機鈴聲就怕
聯醫和平院區突停電　院方啟用緊急用電：正常提供醫療服務
近6成民眾曾受數位性暴力　衛福部：非異性戀男受害者比例最高
北市聯醫總院長蕭勝煌退休　國內側顱底手術專家王懋哲代理職務
可不可女店員做「口水手搖飲」　醫：恐害食物中毒
慢性發炎是隱藏殺手！醫授5關鍵：小心肌肉疼痛、性慾減退
「美國牛舌」檢出寄生蟲！25公斤退運銷毀　食藥署3年內抓到2次
慢性偏頭痛！　8大併發症小心
15歲女高燒41度送急診　醫：可怕的是後面
純愛戰士下體長凸起異物　醫看「陰莖癌」驚：晚期就要整根切掉
漱口水「3錯誤用法」恐等於白漱了！1時機用最有效
